date,store_id,sku,qty_sold,price_inr,revenue_inr,shelf_sensor_stock,customer_sentiment
2026-06-01,DELHI_STORE_002,SKU_010_Surf_Excel_Matic_2kg,10,390.0,3900.0,34,0.32
2026-06-01,BENGALURU_STORE_003,SKU_001_Aashirvaad_Atta_5kg,15,265.0,3975.0,17,0.31
2026-06-01,BENGALURU_STORE_003,SKU_002_IndiaGate_Basmati_5kg,7,480.0,3360.0,41,0.48
2026-06-01,BENGALURU_STORE_003,SKU_003_Fortune_Sunflower_Oil_1L,23,145.0,3335.0,43,0.34
2026-06-01,BENGALURU_STORE_003,SKU_004_Amul_Butter_500g,25,275.0,6875.0,18,0.23
2026-06-01,BENGALURU_STORE_003,SKU_005_Tata_Tea_Gold_500g,14,320.0,4480.0,29,0.45
2026-06-01,BENGALURU_STORE_003,SKU_006_Tata_Salt_1kg,31,28.0,868.0,46,0.39
2026-06-01,BENGALURU_STORE_003,SKU_007_Toor_Dal_Premium_1kg,21,165.0,3465.0,51,0.28
2026-06-01,BENGALURU_STORE_003,SKU_008_Maggi_Noodles_12Pack,20,168.0,3360.0,51,0.5
2026-06-01,BENGALURU_STORE_003,SKU_009_Cadbury_Dairy_Milk_Silk,19,95.0,1805.0,49,0.3
2026-06-01,BENGALURU_STORE_003,SKU_010_Surf_Excel_Matic_2kg,9,390.0,3510.0,48,0.23
2026-06-01,HYDERABAD_STORE_004,SKU_001_Aashirvaad_Atta_5kg,20,265.0,5300.0,52,0.3
2026-06-01,HYDERABAD_STORE_004,SKU_002_IndiaGate_Basmati_5kg,4,480.0,1920.0,29,0.49
2026-06-01,HYDERABAD_STORE_004,SKU_003_Fortune_Sunflower_Oil_1L,32,145.0,4640.0,43,0.33
2026-06-01,HYDERABAD_STORE_004,SKU_004_Amul_Butter_500g,15,275.0,4125.0,45,0.43
2026-06-01,HYDERABAD_STORE_004,SKU_005_Tata_Tea_Gold_500g,6,320.0,1920.0,17,0.36
2026-06-01,HYDERABAD_STORE_004,SKU_006_Tata_Salt_1kg,34,28.0,952.0,30,0.24
2026-06-01,HYDERABAD_STORE_004,SKU_007_Toor_Dal_Premium_1kg,11,165.0,1815.0,42,0.23
2026-06-01,HYDERABAD_STORE_004,SKU_008_Maggi_Noodles_12Pack,17,168.0,2856.0,18,0.45
2026-06-01,HYDERABAD_STORE_004,SKU_009_Cadbury_Dairy_Milk_Silk,23,95.0,2185.0,18,0.5
2026-06-01,HYDERABAD_STORE_004,SKU_010_Surf_Excel_Matic_2kg,9,390.0,3510.0,51,0.48
2026-06-01,CHENNAI_STORE_005,SKU_001_Aashirvaad_Atta_5kg,13,265.0,3445.0,49,0.37
2026-06-01,CHENNAI_STORE_005,SKU_002_IndiaGate_Basmati_5kg,4,480.0,1920.0,36,0.22
2026-06-01,CHENNAI_STORE_005,SKU_003_Fortune_Sunflower_Oil_1L,15,145.0,2175.0,44,0.42
2026-06-01,CHENNAI_STORE_005,SKU_004_Amul_Butter_500g,16,275.0,4400.0,54,0.27
2026-06-01,CHENNAI_STORE_005,SKU_005_Tata_Tea_Gold_500g,21,320.0,6720.0,58,0.21
2026-06-01,CHENNAI_STORE_005,SKU_006_Tata_Salt_1kg,44,28.0,1232.0,59,0.22
2026-06-01,CHENNAI_STORE_005,SKU_007_Toor_Dal_Premium_1kg,16,165.0,2640.0,46,0.34
2026-06-01,CHENNAI_STORE_005,SKU_008_Maggi_Noodles_12Pack,27,168.0,4536.0,55,0.21
2026-06-01,CHENNAI_STORE_005,SKU_009_Cadbury_Dairy_Milk_Silk,26,95.0,2470.0,42,0.28
2026-06-01,CHENNAI_STORE_005,SKU_010_Surf_Excel_Matic_2kg,7,390.0,2730.0,30,0.38
2026-06-02,MUMBAI_STORE_001,SKU_001_Aashirvaad_Atta_5kg,14,265.0,3710.0,51,0.41
2026-06-02,MUMBAI_STORE_001,SKU_002_IndiaGate_Basmati_5kg,10,480.0,4800.0,31,0.44
2026-06-02,MUMBAI_STORE_001,SKU_003_Fortune_Sunflower_Oil_1L,23,145.0,3335.0,58,0.45
2026-06-02,MUMBAI_STORE_001,SKU_004_Amul_Butter_500g,23,275.0,6325.0,33,0.28
2026-06-02,MUMBAI_STORE_001,SKU_005_Tata_Tea_Gold_500g,16,320.0,5120.0,35,0.24
2026-06-02,MUMBAI_STORE_001,SKU_006_Tata_Salt_1kg,49,28.0,1372.0,25,0.4
2026-06-02,MUMBAI_STORE_001,SKU_007_Toor_Dal_Premium_1kg,17,165.0,2805.0,20,0.4
2026-06-02,MUMBAI_STORE_001,SKU_008_Maggi_Noodles_12Pack,25,168.0,4200.0,38,0.46
2026-06-02,MUMBAI_STORE_001,SKU_009_Cadbury_Dairy_Milk_Silk,21,95.0,1995.0,54,0.32
2026-06-02,MUMBAI_STORE_001,SKU_010_Surf_Excel_Matic_2kg,6,390.0,2340.0,48,0.39
2026-06-02,DELHI_STORE_002,SKU_001_Aashirvaad_Atta_5kg,16,265.0,4240.0,21,0.2
2026-06-02,DELHI_STORE_002,SKU_002_IndiaGate_Basmati_5kg,12,480.0,5760.0,56,0.35
2026-06-02,DELHI_STORE_002,SKU_003_Fortune_Sunflower_Oil_1L,18,145.0,2610.0,59,0.35
2026-06-02,DELHI_STORE_002,SKU_004_Amul_Butter_500g,16,275.0,4400.0,25,0.22
2026-06-02,DELHI_STORE_002,SKU_005_Tata_Tea_Gold_500g,7,320.0,2240.0,21,0.24
2026-06-02,DELHI_STORE_002,SKU_006_Tata_Salt_1kg,37,28.0,1036.0,30,0.47
2026-06-02,DELHI_STORE_002,SKU_007_Toor_Dal_Premium_1kg,16,165.0,2640.0,22,0.26
2026-06-02,DELHI_STORE_002,SKU_008_Maggi_Noodles_12Pack,12,168.0,2016.0,27,0.25
2026-06-02,DELHI_STORE_002,SKU_009_Cadbury_Dairy_Milk_Silk,13,95.0,1235.0,35,0.26
2026-06-02,DELHI_STORE_002,SKU_010_Surf_Excel_Matic_2kg,9,390.0,3510.0,46,0.21
2026-06-02,BENGALURU_STORE_003,SKU_001_Aashirvaad_Atta_5kg,18,265.0,4770.0,18,0.46
2026-06-02,BENGALURU_STORE_003,SKU_002_IndiaGate_Basmati_5kg,7,480.0,3360.0,36,0.39
2026-06-02,BENGALURU_STORE_003,SKU_003_Fortune_Sunflower_Oil_1L,20,145.0,2900.0,48,0.21
2026-06-02,BENGALURU_STORE_003,SKU_004_Amul_Butter_500g,15,275.0,4125.0,55,0.35
2026-06-02,BENGALURU_STORE_003,SKU_005_Tata_Tea_Gold_500g,12,320.0,3840.0,35,0.36
2026-06-02,BENGALURU_STORE_003,SKU_006_Tata_Salt_1kg,30,28.0,840.0,31,0.21
2026-06-02,BENGALURU_STORE_003,SKU_007_Toor_Dal_Premium_1kg,14,165.0,2310.0,29,0.24
2026-06-02,BENGALURU_STORE_003,SKU_008_Maggi_Noodles_12Pack,32,168.0,5376.0,45,0.44
2026-06-02,BENGALURU_STORE_003,SKU_009_Cadbury_Dairy_Milk_Silk,20,95.0,1900.0,39,0.38
2026-06-02,BENGALURU_STORE_003,SKU_010_Surf_Excel_Matic_2kg,12,390.0,4680.0,20,0.29
2026-06-02,HYDERABAD_STORE_004,SKU_001_Aashirvaad_Atta_5kg,12,265.0,3180.0,40,0.31
2026-06-02,HYDERABAD_STORE_004,SKU_002_IndiaGate_Basmati_5kg,6,480.0,2880.0,23,0.29
2026-06-02,HYDERABAD_STORE_004,SKU_003_Fortune_Sunflower_Oil_1L,14,145.0,2030.0,33,0.49
2026-06-02,HYDERABAD_STORE_004,SKU_004_Amul_Butter_500g,12,275.0,3300.0,58,0.46
2026-06-02,HYDERABAD_STORE_004,SKU_005_Tata_Tea_Gold_500g,16,320.0,5120.0,22,0.4
2026-06-02,HYDERABAD_STORE_004,SKU_006_Tata_Salt_1kg,46,28.0,1288.0,40,0.28
2026-06-02,HYDERABAD_STORE_004,SKU_007_Toor_Dal_Premium_1kg,19,165.0,3135.0,29,0.33
2026-06-02,HYDERABAD_STORE_004,SKU_008_Maggi_Noodles_12Pack,25,168.0,4200.0,20,0.38
2026-06-02,HYDERABAD_STORE_004,SKU_009_Cadbury_Dairy_Milk_Silk,17,95.0,1615.0,21,0.34
2026-06-02,HYDERABAD_STORE_004,SKU_010_Surf_Excel_Matic_2kg,10,390.0,3900.0,30,0.24
2026-06-02,CHENNAI_STORE_005,SKU_001_Aashirvaad_Atta_5kg,12,265.0,3180.0,26,0.4
2026-06-02,CHENNAI_STORE_005,SKU_002_IndiaGate_Basmati_5kg,12,480.0,5760.0,48,0.37
2026-06-02,CHENNAI_STORE_005,SKU_003_Fortune_Sunflower_Oil_1L,27,145.0,3915.0,50,0.26
2026-06-02,CHENNAI_STORE_005,SKU_004_Amul_Butter_500g,13,275.0,3575.0,51,0.4
2026-06-02,CHENNAI_STORE_005,SKU_005_Tata_Tea_Gold_500g,12,320.0,3840.0,54,0.32
2026-06-02,CHENNAI_STORE_005,SKU_006_Tata_Salt_1kg,41,28.0,1148.0,31,0.34
2026-06-02,CHENNAI_STORE_005,SKU_007_Toor_Dal_Premium_1kg,13,165.0,2145.0,37,0.27
2026-06-02,CHENNAI_STORE_005,SKU_008_Maggi_Noodles_12Pack,33,168.0,5544.0,39,0.47
2026-06-02,CHENNAI_STORE_005,SKU_009_Cadbury_Dairy_Milk_Silk,22,95.0,2090.0,57,0.39
2026-06-02,CHENNAI_STORE_005,SKU_010_Surf_Excel_Matic_2kg,8,390.0,3120.0,50,0.39
2026-06-03,MUMBAI_STORE_001,SKU_001_Aashirvaad_Atta_5kg,14,265.0,3710.0,50,0.25
2026-06-03,MUMBAI_STORE_001,SKU_002_IndiaGate_Basmati_5kg,7,480.0,3360.0,51,0.23
2026-06-03,MUMBAI_STORE_001,SKU_003_Fortune_Sunflower_Oil_1L,28,145.0,4060.0,32,0.44
2026-06-03,MUMBAI_STORE_001,SKU_004_Amul_Butter_500g,13,275.0,3575.0,47,0.42
2026-06-03,MUMBAI_STORE_001,SKU_005_Tata_Tea_Gold_500g,13,320.0,4160.0,39,0.28
2026-06-03,MUMBAI_STORE_001,SKU_006_Tata_Salt_1kg,32,28.0,896.0,55,0.38
2026-06-03,MUMBAI_STORE_001,SKU_007_Toor_Dal_Premium_1kg,15,165.0,2475.0,57,0.25
2026-06-03,MUMBAI_STORE_001,SKU_008_Maggi_Noodles_12Pack,26,168.0,4368.0,42,0.21
2026-06-03,MUMBAI_STORE_001,SKU_009_Cadbury_Dairy_Milk_Silk,21,95.0,1995.0,56,0.41
2026-06-03,MUMBAI_STORE_001,SKU_010_Surf_Excel_Matic_2kg,6,390.0,2340.0,42,0.33
2026-06-03,DELHI_STORE_002,SKU_001_Aashirvaad_Atta_5kg,21,265.0,5565.0,20,0.5
2026-06-03,DELHI_STORE_002,SKU_002_IndiaGate_Basmati_5kg,8,480.0,3840.0,51,0.2
2026-06-03,DELHI_STORE_002,SKU_003_Fortune_Sunflower_Oil_1L,20,145.0,2900.0,39,0.48
2026-06-03,DELHI_STORE_002,SKU_004_Amul_Butter_500g,16,275.0,4400.0,48,0.34
2026-06-03,DELHI_STORE_002,SKU_005_Tata_Tea_Gold_500g,9,320.0,2880.0,21,0.25
2026-06-03,DELHI_STORE_002,SKU_006_Tata_Salt_1kg,35,28.0,980.0,56,0.31
2026-06-03,DELHI_STORE_002,SKU_007_Toor_Dal_Premium_1kg,17,165.0,2805.0,15,0.4
2026-06-03,DELHI_STORE_002,SKU_008_Maggi_Noodles_12Pack,19,168.0,3192.0,18,0.5
2026-06-03,DELHI_STORE_002,SKU_009_Cadbury_Dairy_Milk_Silk,20,95.0,1900.0,18,0.42
2026-06-03,DELHI_STORE_002,SKU_010_Surf_Excel_Matic_2kg,7,390.0,2730.0,16,0.34
2026-06-03,BENGALURU_STORE_003,SKU_001_Aashirvaad_Atta_5kg,15,265.0,3975.0,49,0.34
2026-06-03,BENGALURU_STORE_003,SKU_002_IndiaGate_Basmati_5kg,9,480.0,4320.0,43,0.32
2026-06-03,BENGALURU_STORE_003,SKU_003_Fortune_Sunflower_Oil_1L,25,145.0,3625.0,16,0.27
2026-06-03,BENGALURU_STORE_003,SKU_004_Amul_Butter_500g,14,275.0,3850.0,15,0.23
2026-06-03,BENGALURU_STORE_003,SKU_005_Tata_Tea_Gold_500g,15,320.0,4800.0,44,0.27
2026-06-03,BENGALURU_STORE_003,SKU_006_Tata_Salt_1kg,26,28.0,728.0,47,0.46
2026-06-03,BENGALURU_STORE_003,SKU_007_Toor_Dal_Premium_1kg,20,165.0,3300.0,45,0.26
2026-06-03,BENGALURU_STORE_003,SKU_008_Maggi_Noodles_12Pack,22,168.0,3696.0,15,0.23
2026-06-03,BENGALURU_STORE_003,SKU_009_Cadbury_Dairy_Milk_Silk,16,95.0,1520.0,23,0.37
2026-06-03,BENGALURU_STORE_003,SKU_010_Surf_Excel_Matic_2kg,9,390.0,3510.0,51,0.3
2026-06-03,HYDERABAD_STORE_004,SKU_001_Aashirvaad_Atta_5kg,11,265.0,2915.0,41,0.28
2026-06-03,HYDERABAD_STORE_004,SKU_002_IndiaGate_Basmati_5kg,12,480.0,5760.0,16,0.28
2026-06-03,HYDERABAD_STORE_004,SKU_003_Fortune_Sunflower_Oil_1L,23,145.0,3335.0,26,0.24
2026-06-03,HYDERABAD_STORE_004,SKU_004_Amul_Butter_500g,18,275.0,4950.0,27,0.21
2026-06-03,HYDERABAD_STORE_004,SKU_005_Tata_Tea_Gold_500g,18,320.0,5760.0,40,0.28
2026-06-03,HYDERABAD_STORE_004,SKU_006_Tata_Salt_1kg,36,28.0,1008.0,52,0.26
2026-06-03,HYDERABAD_STORE_004,SKU_007_Toor_Dal_Premium_1kg,17,165.0,2805.0,44,0.25
2026-06-03,HYDERABAD_STORE_004,SKU_008_Maggi_Noodles_12Pack,33,168.0,5544.0,32,0.36
2026-06-03,HYDERABAD_STORE_004,SKU_009_Cadbury_Dairy_Milk_Silk,10,95.0,950.0,48,0.22
2026-06-03,HYDERABAD_STORE_004,SKU_010_Surf_Excel_Matic_2kg,11,390.0,4290.0,32,0.29
2026-06-03,CHENNAI_STORE_005,SKU_001_Aashirvaad_Atta_5kg,12,265.0,3180.0,28,0.37
2026-06-03,CHENNAI_STORE_005,SKU_002_IndiaGate_Basmati_5kg,7,480.0,3360.0,17,0.35
2026-06-03,CHENNAI_STORE_005,SKU_003_Fortune_Sunflower_Oil_1L,23,145.0,3335.0,49,0.23
2026-06-03,CHENNAI_STORE_005,SKU_004_Amul_Butter_500g,18,275.0,4950.0,34,0.27
2026-06-03,CHENNAI_STORE_005,SKU_005_Tata_Tea_Gold_500g,14,320.0,4480.0,41,0.31
2026-06-03,CHENNAI_STORE_005,SKU_006_Tata_Salt_1kg,34,28.0,952.0,39,0.46
2026-06-03,CHENNAI_STORE_005,SKU_007_Toor_Dal_Premium_1kg,18,165.0,2970.0,53,0.27
2026-06-03,CHENNAI_STORE_005,SKU_008_Maggi_Noodles_12Pack,25,168.0,4200.0,59,0.48
2026-06-03,CHENNAI_STORE_005,SKU_009_Cadbury_Dairy_Milk_Silk,28,95.0,2660.0,40,0.47
2026-06-03,CHENNAI_STORE_005,SKU_010_Surf_Excel_Matic_2kg,10,390.0,3900.0,53,0.3
2026-06-04,MUMBAI_STORE_001,SKU_001_Aashirvaad_Atta_5kg,18,265.0,4770.0,41,0.27
2026-06-04,MUMBAI_STORE_001,SKU_002_IndiaGate_Basmati_5kg,5,480.0,2400.0,29,0.36
2026-06-04,MUMBAI_STORE_001,SKU_003_Fortune_Sunflower_Oil_1L,26,145.0,3770.0,43,0.47
2026-06-04,MUMBAI_STORE_001,SKU_004_Amul_Butter_500g,19,275.0,5225.0,16,0.46
2026-06-04,MUMBAI_STORE_001,SKU_005_Tata_Tea_Gold_500g,10,320.0,3200.0,33,0.34
2026-06-04,MUMBAI_STORE_001,SKU_006_Tata_Salt_1kg,37,28.0,1036.0,59,0.43
2026-06-04,MUMBAI_STORE_001,SKU_007_Toor_Dal_Premium_1kg,15,165.0,2475.0,48,0.27
2026-06-04,MUMBAI_STORE_001,SKU_008_Maggi_Noodles_12Pack,18,168.0,3024.0,27,0.29
2026-06-04,MUMBAI_STORE_001,SKU_009_Cadbury_Dairy_Milk_Silk,16,95.0,1520.0,15,0.5
2026-06-04,MUMBAI_STORE_001,SKU_010_Surf_Excel_Matic_2kg,9,390.0,3510.0,45,0.27
2026-06-04,DELHI_STORE_002,SKU_001_Aashirvaad_Atta_5kg,22,265.0,5830.0,19,0.33
2026-06-04,DELHI_STORE_002,SKU_002_IndiaGate_Basmati_5kg,12,480.0,5760.0,24,0.26
2026-06-04,DELHI_STORE_002,SKU_003_Fortune_Sunflower_Oil_1L,26,145.0,3770.0,17,0.49
2026-06-04,DELHI_STORE_002,SKU_004_Amul_Butter_500g,17,275.0,4675.0,46,0.25
2026-06-04,DELHI_STORE_002,SKU_005_Tata_Tea_Gold_500g,16,320.0,5120.0,25,0.36
2026-06-04,DELHI_STORE_002,SKU_006_Tata_Salt_1kg,37,28.0,1036.0,19,0.46
2026-06-04,DELHI_STORE_002,SKU_007_Toor_Dal_Premium_1kg,13,165.0,2145.0,54,0.49
2026-06-04,DELHI_STORE_002,SKU_008_Maggi_Noodles_12Pack,31,168.0,5208.0,44,0.37
2026-06-04,DELHI_STORE_002,SKU_009_Cadbury_Dairy_Milk_Silk,13,95.0,1235.0,31,0.28
2026-06-04,DELHI_STORE_002,SKU_010_Surf_Excel_Matic_2kg,12,390.0,4680.0,18,0.27
2026-06-04,BENGALURU_STORE_003,SKU_001_Aashirvaad_Atta_5kg,16,265.0,4240.0,53,0.35
2026-06-04,BENGALURU_STORE_003,SKU_002_IndiaGate_Basmati_5kg,18,480.0,8640.0,54,0.46
2026-06-04,BENGALURU_STORE_003,SKU_003_Fortune_Sunflower_Oil_1L,16,145.0,2320.0,48,0.25
2026-06-04,BENGALURU_STORE_003,SKU_004_Amul_Butter_500g,18,275.0,4950.0,27,0.39
2026-06-04,BENGALURU_STORE_003,SKU_005_Tata_Tea_Gold_500g,9,320.0,2880.0,39,0.43
2026-06-04,BENGALURU_STORE_003,SKU_006_Tata_Salt_1kg,26,28.0,728.0,39,0.49
2026-06-04,BENGALURU_STORE_003,SKU_007_Toor_Dal_Premium_1kg,14,165.0,2310.0,56,0.23
2026-06-04,BENGALURU_STORE_003,SKU_008_Maggi_Noodles_12Pack,35,168.0,5880.0,18,0.29
2026-06-04,BENGALURU_STORE_003,SKU_009_Cadbury_Dairy_Milk_Silk,23,95.0,2185.0,41,0.3
2026-06-04,BENGALURU_STORE_003,SKU_010_Surf_Excel_Matic_2kg,11,390.0,4290.0,54,0.49
2026-06-04,HYDERABAD_STORE_004,SKU_001_Aashirvaad_Atta_5kg,9,265.0,2385.0,16,0.21
2026-06-04,HYDERABAD_STORE_004,SKU_002_IndiaGate_Basmati_5kg,9,480.0,4320.0,50,0.41
2026-06-04,HYDERABAD_STORE_004,SKU_003_Fortune_Sunflower_Oil_1L,18,145.0,2610.0,45,0.4
2026-06-04,HYDERABAD_STORE_004,SKU_004_Amul_Butter_500g,13,275.0,3575.0,57,0.33
2026-06-04,HYDERABAD_STORE_004,SKU_005_Tata_Tea_Gold_500g,13,320.0,4160.0,27,0.5
2026-06-04,HYDERABAD_STORE_004,SKU_006_Tata_Salt_1kg,33,28.0,924.0,25,0.26
2026-06-04,HYDERABAD_STORE_004,SKU_007_Toor_Dal_Premium_1kg,14,165.0,2310.0,36,0.49
2026-06-04,HYDERABAD_STORE_004,SKU_008_Maggi_Noodles_12Pack,20,168.0,3360.0,49,0.43
2026-06-04,HYDERABAD_STORE_004,SKU_009_Cadbury_Dairy_Milk_Silk,25,95.0,2375.0,43,0.24
