store_id,sku,ts,qty_sold,price,channel
STORE_003,SKU_008,2024-01-09 08:02:38,1,9.99,online
STORE_003,SKU_008,2024-01-09 19:22:06,1,9.99,in-store
STORE_004,SKU_005,2024-01-09 10:41:41,1,8.75,in-store
STORE_004,SKU_005,2024-01-09 09:15:01,1,8.75,in-store
STORE_004,SKU_005,2024-01-09 21:12:23,1,8.75,online
STORE_005,SKU_002,2024-01-09 18:32:53,1,24.5,in-store
STORE_005,SKU_002,2024-01-09 15:23:38,1,24.5,online
STORE_005,SKU_002,2024-01-09 09:46:52,1,24.5,online
STORE_001,SKU_005,2024-01-10 13:16:40,1,8.75,online
STORE_005,SKU_007,2024-01-10 18:10:54,2,32.2,online
STORE_005,SKU_007,2024-01-10 15:19:00,2,32.2,in-store
STORE_002,SKU_001,2024-01-11 15:38:42,1,12.99,in-store
STORE_003,SKU_007,2024-01-11 17:57:31,2,32.2,online
STORE_003,SKU_007,2024-01-11 15:31:59,2,32.2,online
STORE_003,SKU_007,2024-01-11 13:35:26,2,32.2,in-store
STORE_005,SKU_002,2024-01-11 15:42:12,2,24.5,in-store
STORE_005,SKU_002,2024-01-11 18:07:33,2,24.5,online
STORE_001,SKU_002,2024-01-12 15:24:17,2,24.5,in-store
STORE_002,SKU_001,2024-01-12 10:28:04,1,12.99,in-store
STORE_002,SKU_004,2024-01-12 08:44:40,1,49.99,in-store
STORE_002,SKU_004,2024-01-12 19:34:03,1,49.99,online
STORE_002,SKU_004,2024-01-12 19:55:00,1,49.99,online
STORE_003,SKU_003,2024-01-12 19:27:51,2,5.99,in-store
STORE_003,SKU_003,2024-01-12 18:08:27,2,5.99,in-store
STORE_003,SKU_003,2024-01-12 12:14:37,2,5.99,in-store
STORE_004,SKU_001,2024-01-12 11:26:34,1,12.99,in-store
STORE_004,SKU_001,2024-01-12 09:29:28,1,12.99,in-store
STORE_005,SKU_001,2024-01-12 16:12:32,1,12.99,in-store
STORE_005,SKU_004,2024-01-12 17:33:21,1,49.99,in-store
STORE_005,SKU_004,2024-01-12 14:20:44,1,49.99,online
STORE_001,SKU_008,2024-01-13 09:26:33,1,9.99,online
STORE_001,SKU_008,2024-01-13 12:21:46,1,9.99,online
STORE_001,SKU_008,2024-01-13 17:11:07,1,9.99,online
STORE_002,SKU_001,2024-01-13 08:19:40,2,12.99,in-store
STORE_002,SKU_001,2024-01-13 18:36:43,2,12.99,in-store
STORE_002,SKU_001,2024-01-13 18:15:54,2,12.99,online
STORE_002,SKU_002,2024-01-13 16:16:28,3,24.5,online
STORE_002,SKU_002,2024-01-13 10:57:31,3,24.5,online
STORE_002,SKU_002,2024-01-13 15:12:51,3,24.5,online
STORE_003,SKU_001,2024-01-13 15:33:29,1,12.99,in-store
STORE_003,SKU_004,2024-01-13 13:33:56,1,49.99,in-store
STORE_003,SKU_004,2024-01-13 18:40:04,1,49.99,in-store
STORE_003,SKU_004,2024-01-13 09:20:25,1,49.99,online
STORE_004,SKU_004,2024-01-13 19:00:01,1,49.99,in-store
STORE_004,SKU_008,2024-01-13 21:51:16,1,9.99,online
STORE_004,SKU_008,2024-01-13 17:23:43,1,9.99,in-store
STORE_004,SKU_008,2024-01-13 14:14:02,1,9.99,in-store
STORE_005,SKU_002,2024-01-13 18:28:07,3,24.5,in-store
STORE_005,SKU_002,2024-01-13 20:01:20,3,24.5,in-store
STORE_005,SKU_002,2024-01-13 16:11:38,3,24.5,online
STORE_005,SKU_003,2024-01-13 16:29:39,4,5.99,online
STORE_005,SKU_003,2024-01-13 11:38:36,4,5.99,in-store
STORE_005,SKU_007,2024-01-13 10:15:28,3,32.2,in-store
STORE_005,SKU_009,2024-01-13 08:01:51,1,115.0,in-store
STORE_005,SKU_010,2024-01-13 08:33:32,2,18.5,in-store
STORE_005,SKU_010,2024-01-13 19:33:50,2,18.5,online
STORE_005,SKU_010,2024-01-13 10:23:30,2,18.5,online
STORE_001,SKU_001,2024-01-14 14:36:21,2,12.99,in-store
STORE_001,SKU_001,2024-01-14 13:06:03,2,12.99,online
STORE_001,SKU_001,2024-01-14 18:35:36,2,12.99,in-store
STORE_001,SKU_008,2024-01-14 08:08:12,1,9.99,online
STORE_001,SKU_008,2024-01-14 20:08:33,1,9.99,online
STORE_001,SKU_009,2024-01-14 09:02:55,2,115.0,in-store
STORE_001,SKU_009,2024-01-14 10:42:13,2,115.0,in-store
STORE_002,SKU_002,2024-01-14 12:20:13,3,24.5,in-store
STORE_002,SKU_004,2024-01-14 21:32:42,1,49.99,online
STORE_002,SKU_004,2024-01-14 12:33:02,1,49.99,in-store
STORE_003,SKU_008,2024-01-14 12:52:01,1,9.99,in-store
STORE_003,SKU_008,2024-01-14 19:36:12,1,9.99,online
STORE_004,SKU_002,2024-01-14 19:33:24,3,24.5,online
STORE_004,SKU_002,2024-01-14 11:08:28,3,24.5,in-store
STORE_004,SKU_005,2024-01-14 15:42:14,1,8.75,in-store
STORE_004,SKU_006,2024-01-14 11:27:41,3,15.0,in-store
STORE_004,SKU_006,2024-01-14 18:05:23,3,15.0,in-store
STORE_004,SKU_010,2024-01-14 08:30:39,3,18.5,in-store
STORE_004,SKU_010,2024-01-14 18:07:19,3,18.5,in-store
STORE_004,SKU_010,2024-01-14 10:28:30,3,18.5,online
STORE_005,SKU_002,2024-01-14 13:49:08,3,24.5,online
STORE_005,SKU_002,2024-01-14 13:59:19,3,24.5,online
STORE_005,SKU_002,2024-01-14 21:50:14,3,24.5,online
STORE_005,SKU_004,2024-01-14 10:42:21,1,49.99,in-store
STORE_005,SKU_004,2024-01-14 17:43:43,1,49.99,in-store
STORE_005,SKU_008,2024-01-14 12:35:55,1,9.99,online
STORE_005,SKU_009,2024-01-14 10:43:43,2,115.0,in-store
STORE_005,SKU_009,2024-01-14 18:11:40,2,115.0,in-store
STORE_005,SKU_009,2024-01-14 14:38:57,2,115.0,online
STORE_001,SKU_001,2024-01-15 21:23:46,1,12.99,online
STORE_001,SKU_001,2024-01-15 12:40:33,1,12.99,in-store
STORE_001,SKU_005,2024-01-15 10:29:24,1,8.75,in-store
STORE_001,SKU_005,2024-01-15 11:14:31,1,8.75,in-store
STORE_001,SKU_007,2024-01-15 08:06:12,2,32.2,online
STORE_001,SKU_007,2024-01-15 17:00:20,2,32.2,online
STORE_001,SKU_007,2024-01-15 18:02:07,,32.2,in-store
STORE_001,SKU_008,2024-01-15 10:54:07,1,9.99,online
STORE_001,SKU_008,2024-01-15 09:31:27,1,9.99,online
STORE_002,SKU_001,2024-01-15 08:46:49,1,12.99,in-store
STORE_002,SKU_002,2024-01-15 11:43:42,2,24.5,in-store
STORE_002,SKU_005,2024-01-15 17:24:01,1,8.75,online
STORE_002,SKU_005,2024-01-15 08:22:48,1,8.75,online
STORE_002,SKU_008,2024-01-15 12:12:14,1,9.99,online
STORE_003,SKU_007,2024-01-15 08:44:47,1,32.2,online
STORE_003,SKU_007,2024-01-15 11:48:52,1,32.2,online
STORE_003,SKU_009,2024-01-15 12:43:01,1,115.0,online
STORE_003,SKU_009,2024-01-15 12:00:21,1,115.0,online
STORE_005,SKU_005,2024-01-15 19:54:39,1,8.75,online
STORE_005,SKU_005,2024-01-15 12:26:18,1,8.75,in-store
STORE_005,SKU_005,2024-01-15 21:09:08,1,8.75,online
STORE_005,SKU_007,2024-01-15 13:15:25,2,32.2,in-store
STORE_005,SKU_007,2024-01-15 20:36:45,2,32.2,online
STORE_005,SKU_008,2024-01-15 14:40:42,1,9.99,online
STORE_005,SKU_008,2024-01-15 16:20:10,1,9.99,online
STORE_005,SKU_008,2024-01-15 13:04:05,1,9.99,online
STORE_001,SKU_007,2024-01-16 21:52:39,2,32.2,in-store
STORE_001,SKU_007,2024-01-16 20:17:11,2,32.2,online
STORE_001,SKU_008,2024-01-16 14:07:22,1,9.99,online
STORE_001,SKU_008,2024-01-16 13:18:16,1,9.99,in-store
STORE_001,SKU_008,2024-01-16 20:13:37,1,9.99,online
STORE_001,SKU_010,2024-01-16 11:31:17,2,18.5,in-store
STORE_001,SKU_010,2024-01-16 21:11:38,2,18.5,online
STORE_002,SKU_001,2024-01-16 13:26:11,1,12.99,in-store
STORE_002,SKU_001,2024-01-16 08:36:45,1,12.99,online
STORE_004,SKU_005,2024-01-16 12:40:55,1,8.75,in-store
STORE_004,SKU_005,2024-01-16 13:00:04,1,8.75,in-store
STORE_004,SKU_005,2024-01-16 19:56:58,1,8.75,online
STORE_004,SKU_008,2024-01-16 21:23:31,1,9.99,online
STORE_004,SKU_008,2024-01-16 13:50:17,1,9.99,online
STORE_004,SKU_008,2024-01-16 08:39:24,1,9.99,in-store
STORE_005,SKU_002,2024-01-16 13:36:31,1,24.5,online
STORE_005,SKU_002,2024-01-16 19:26:37,1,24.5,in-store
STORE_005,SKU_002,2024-01-16 13:53:34,1,24.5,in-store
STORE_005,SKU_004,2024-01-16 21:48:24,1,49.99,in-store
STORE_001,SKU_002,2024-01-17 09:27:56,1,24.5,online
STORE_001,SKU_002,2024-01-17 08:30:01,1,24.5,in-store
STORE_002,SKU_006,2024-01-17 21:19:57,2,15.0,online
STORE_002,SKU_008,2024-01-17 15:10:00,1,9.99,online
STORE_002,SKU_008,2024-01-17 16:34:34,1,9.99,in-store
STORE_002,SKU_008,2024-01-17 08:26:08,1,9.99,in-store
STORE_004,SKU_007,2024-01-17 19:50:40,2,32.2,online
STORE_004,SKU_008,2024-01-17 12:50:40,1,9.99,online
STORE_005,SKU_008,2024-01-17 17:36:40,1,9.99,in-store
STORE_003,SKU_005,2024-01-18 13:09:07,1,8.75,online
STORE_003,SKU_005,2024-01-18 17:35:04,1,8.75,in-store
STORE_003,SKU_005,2024-01-18 18:08:07,1,8.75,in-store
STORE_003,SKU_007,2024-01-18 20:20:20,2,32.2,in-store
STORE_004,SKU_007,2024-01-18 13:51:05,2,32.2,online
STORE_004,SKU_007,2024-01-18 14:39:28,2,32.2,online
STORE_004,SKU_008,2024-01-18 08:10:56,1,9.99,online
STORE_004,SKU_008,2024-01-18 18:06:40,1,9.99,online
STORE_004,SKU_010,2024-01-18 16:26:03,1,18.5,in-store
STORE_004,SKU_010,2024-01-18 14:44:33,1,18.5,online
STORE_005,SKU_008,2024-01-18 18:57:16,1,9.99,in-store
STORE_001,SKU_001,2024-01-19 14:44:54,1,12.99,in-store
STORE_001,SKU_001,2024-01-19 20:31:58,1,12.99,online
STORE_001,SKU_005,2024-01-19 10:11:26,2,8.75,online
STORE_001,SKU_007,2024-01-19 08:22:45,3,32.2,in-store
STORE_001,SKU_007,2024-01-19 18:44:29,3,32.2,in-store
STORE_001,SKU_008,2024-01-19 13:03:16,1,9.99,in-store
STORE_001,SKU_008,2024-01-19 14:59:26,1,9.99,online
STORE_002,SKU_005,2024-01-19 20:54:34,1,8.75,in-store
STORE_002,SKU_005,2024-01-19 08:38:45,1,8.75,online
STORE_002,SKU_005,2024-01-19 14:06:39,1,8.75,online
STORE_003,SKU_002,2024-01-19 17:08:44,2,24.5,online
STORE_003,SKU_002,2024-01-19 12:51:53,2,24.5,online
STORE_003,SKU_002,2024-01-19 08:24:51,2,24.5,online
STORE_004,SKU_002,2024-01-19 16:35:51,1,24.5,in-store
STORE_004,SKU_002,2024-01-19 11:54:50,1,24.5,in-store
STORE_001,SKU_004,2024-01-20 15:53:44,1,49.99,in-store
STORE_001,SKU_004,2024-01-20 21:46:13,1,49.99,in-store
STORE_001,SKU_008,2024-01-20 13:23:17,1,9.99,in-store
STORE_001,SKU_008,2024-01-20 08:35:44,1,9.99,in-store
STORE_001,SKU_008,2024-01-20 16:36:03,1,9.99,in-store
STORE_002,SKU_002,2024-01-20 14:02:45,3,24.5,in-store
STORE_002,SKU_002,2024-01-20 20:53:48,3,24.5,in-store
STORE_002,SKU_005,2024-01-20 17:29:10,1,8.75,in-store
STORE_003,SKU_001,2024-01-20 19:45:33,2,12.99,in-store
STORE_003,SKU_001,2024-01-20 18:06:42,2,12.99,in-store
STORE_003,SKU_001,2024-01-20 15:11:03,2,12.99,in-store
STORE_003,SKU_003,2024-01-20 09:08:07,4,5.99,in-store
STORE_003,SKU_003,2024-01-20 19:21:18,4,5.99,in-store
STORE_003,SKU_003,2024-01-20 21:03:24,4,5.99,in-store
STORE_003,SKU_004,2024-01-20 13:36:24,1,49.99,in-store
STORE_003,SKU_004,2024-01-20 20:10:25,1,49.99,online
STORE_003,SKU_004,2024-01-20 14:19:02,1,49.99,online
STORE_003,SKU_008,2024-01-20 09:16:38,1,9.99,online
STORE_004,SKU_002,2024-01-20 12:51:44,3,24.5,in-store
STORE_004,SKU_002,2024-01-20 11:16:30,3,24.5,online
STORE_004,SKU_003,2024-01-20 10:55:02,3,5.99,in-store
STORE_004,SKU_003,2024-01-20 15:43:05,3,5.99,in-store
STORE_004,SKU_003,2024-01-20 20:18:23,3,5.99,online
STORE_004,SKU_005,2024-01-20 11:05:02,2,8.75,in-store
STORE_004,SKU_005,2024-01-20 11:33:45,2,8.75,online
STORE_004,SKU_005,2024-01-20 20:46:58,2,8.75,in-store
STORE_004,SKU_007,2024-01-20 10:09:48,5,32.2,online
STORE_004,SKU_007,2024-01-20 12:17:01,5,32.2,in-store
STORE_004,SKU_008,2024-01-20 09:59:28,1,9.99,in-store
STORE_004,SKU_008,2024-01-20 11:56:19,1,9.99,in-store
STORE_005,SKU_005,2024-01-20 08:14:33,2,8.75,online
STORE_005,SKU_010,2024-01-20 16:32:32,3,18.5,in-store
STORE_005,SKU_010,2024-01-20 13:02:20,3,18.5,online
STORE_001,SKU_005,2024-01-21 21:42:46,3,8.75,in-store
STORE_001,SKU_005,2024-01-21 09:32:26,3,8.75,in-store
STORE_001,SKU_010,2024-01-21 13:15:16,4,18.5,online
STORE_002,SKU_001,2024-01-21 20:17:40,1,12.99,online
STORE_002,SKU_001,2024-01-21 13:46:57,1,12.99,online
STORE_002,SKU_001,2024-01-21 16:14:51,1,12.99,online
STORE_002,SKU_004,2024-01-21 19:27:10,1,49.99,online
STORE_002,SKU_004,2024-01-21 14:04:59,1,49.99,online
STORE_003,SKU_003,2024-01-21 16:38:18,5,5.99,in-store
STORE_003,SKU_003,2024-01-21 14:26:33,5,5.99,online
STORE_003,SKU_004,2024-01-21 15:27:18,1,49.99,online
STORE_003,SKU_004,2024-01-21 08:45:51,1,49.99,in-store
STORE_003,SKU_004,2024-01-21 11:59:42,1,49.99,online
STORE_003,SKU_006,2024-01-21 11:08:50,3,15.0,online
STORE_003,SKU_006,2024-01-21 13:23:08,3,15.0,in-store
STORE_003,SKU_006,2024-01-21 21:09:05,3,15.0,in-store
STORE_003,SKU_007,2024-01-21 16:47:35,3,32.2,online
STORE_003,SKU_007,2024-01-21 08:19:03,3,32.2,in-store
STORE_003,SKU_010,2024-01-21 16:02:30,2,18.5,online
STORE_004,SKU_008,2024-01-21 15:48:45,1,9.99,in-store
STORE_004,SKU_008,2024-01-21 10:02:39,1,9.99,in-store
STORE_004,SKU_008,2024-01-21 12:16:38,1,9.99,in-store
STORE_005,SKU_002,2024-01-21 14:44:17,3,24.5,in-store
STORE_005,SKU_002,2024-01-21 14:14:20,3,24.5,online
STORE_005,SKU_002,2024-01-21 16:56:12,3,24.5,in-store
STORE_005,SKU_004,2024-01-21 13:40:12,1,49.99,in-store
STORE_005,SKU_004,2024-01-21 16:19:45,1,49.99,online
STORE_005,SKU_004,2024-01-21 21:43:52,1,49.99,in-store
STORE_005,SKU_008,2024-01-21 21:33:35,1,9.99,online
STORE_005,SKU_010,2024-01-21 17:26:46,3,18.5,online
STORE_005,SKU_010,2024-01-21 16:49:43,3,18.5,in-store
STORE_001,SKU_002,2024-01-22 19:27:52,2,24.5,online
STORE_001,SKU_002,2024-01-22 15:46:11,2,24.5,in-store
STORE_001,SKU_002,2024-01-22 19:35:42,2,24.5,in-store
STORE_003,SKU_004,2024-01-22 17:11:36,1,49.99,online
STORE_003,SKU_004,2024-01-22 09:39:09,1,49.99,online
STORE_003,SKU_005,2024-01-22 14:04:31,1,8.75,in-store
STORE_003,SKU_005,2024-01-22 18:15:52,1,8.75,online
STORE_005,SKU_007,2024-01-22 20:27:59,3,32.2,online
STORE_005,SKU_007,2024-01-22 20:53:22,3,32.2,in-store
STORE_005,SKU_007,2024-01-22 08:38:48,3,32.2,online
STORE_002,SKU_002,2024-01-23 19:07:15,1,24.5,in-store
STORE_002,SKU_002,2024-01-23 10:21:41,1,24.5,online
STORE_002,SKU_004,2024-01-23 19:20:55,1,49.99,in-store
STORE_002,SKU_004,2024-01-23 10:41:47,1,49.99,online
STORE_003,SKU_002,2024-01-23 21:18:39,2,24.5,in-store
STORE_003,SKU_007,2024-01-23 18:32:55,3,32.2,in-store
STORE_003,SKU_007,2024-01-23 19:58:36,3,32.2,online
STORE_003,SKU_008,2024-01-23 08:25:36,1,9.99,in-store
STORE_003,SKU_008,2024-01-23 19:45:36,1,9.99,online
STORE_003,SKU_008,2024-01-23 09:05:12,1,9.99,in-store
STORE_004,SKU_007,2024-01-23 15:05:51,2,32.2,online
STORE_004,SKU_007,2024-01-23 17:51:04,2,32.2,online
STORE_005,SKU_002,2024-01-23 20:18:47,2,24.5,online
STORE_005,SKU_002,2024-01-23 10:39:52,2,24.5,in-store
STORE_005,SKU_002,2024-01-23 13:53:43,2,24.5,in-store
STORE_005,SKU_004,2024-01-23 12:07:10,1,49.99,online
STORE_005,SKU_008,2024-01-23 11:06:08,1,9.99,in-store
STORE_005,SKU_008,2024-01-23 21:04:24,1,9.99,online
STORE_001,SKU_002,2024-01-24 10:01:07,2,24.5,in-store
STORE_001,SKU_002,2024-01-24 21:31:22,2,24.5,in-store
STORE_002,SKU_005,2024-01-24 12:08:48,1,8.75,in-store
STORE_002,SKU_005,2024-01-24 11:09:25,1,8.75,in-store
STORE_003,SKU_008,2024-01-24 20:15:11,1,9.99,online
STORE_003,SKU_010,2024-01-24 15:50:37,1,18.5,in-store
STORE_003,SKU_010,2024-01-24 14:22:32,1,18.5,in-store
STORE_004,SKU_001,2024-01-24 12:03:35,1,12.99,online
STORE_004,SKU_002,2024-01-24 18:34:56,2,24.5,in-store
STORE_005,SKU_005,2024-01-24 13:00:25,1,8.75,online
STORE_005,SKU_005,2024-01-24 19:23:16,1,8.75,online
STORE_001,SKU_001,2024-01-25 21:32:39,1,12.99,in-store
STORE_001,SKU_001,2024-01-25 15:27:41,1,12.99,online
STORE_001,SKU_010,2024-01-25 19:42:08,2,18.5,online
STORE_001,SKU_010,2024-01-25 17:45:01,2,18.5,in-store
STORE_001,SKU_008,2024-01-26 15:05:51,1,9.99,online
STORE_002,SKU_006,2024-01-26 18:21:26,2,15.0,in-store
STORE_002,SKU_006,2024-01-26 17:19:59,2,15.0,in-store
STORE_002,SKU_007,2024-01-26 17:21:09,2,32.2,online
STORE_002,SKU_007,2024-01-26 09:09:44,2,32.2,online
STORE_002,SKU_007,2024-01-26 08:40:15,2,32.2,online
